T,Salt,Cs,fs,Cp,Gamma,Eta
25,CaCl2,100,0.5,2.0,12.9,1.6607
25,CaCl2,100,0.5,2.0,16.7,1.6514
25,CaCl2,100,0.5,2.0,21.5,1.6555
25,CaCl2,100,0.5,2.0,27.8,1.66
25,CaCl2,100,0.5,2.0,35.9,1.6641
25,CaCl2,100,0.5,2.0,46.4,1.6651
25,CaCl2,100,0.5,2.0,59.9,1.6479
25,CaCl2,100,0.5,2.0,77.4,1.6858
25,CaCl2,100,0.5,2.0,100.0,1.6975
25,CaCl2,100,0.5,5.0,0.1,0.55953
25,CaCl2,100,0.5,5.0,0.129,5.9556
25,CaCl2,100,0.5,5.0,0.167,6.2953
25,CaCl2,100,0.5,5.0,0.215,5.209
25,CaCl2,100,0.5,5.0,0.278,2.8616
25,CaCl2,100,0.5,5.0,0.359,2.2098
25,CaCl2,100,0.5,5.0,0.464,4.3005
25,CaCl2,100,0.5,5.0,0.599,3.9722
25,CaCl2,100,0.5,5.0,0.774,2.7408
25,CaCl2,100,0.5,5.0,1.0,3.7697
25,CaCl2,100,0.5,5.0,1.29,3.2747
25,CaCl2,100,0.5,5.0,1.67,3.5222
25,CaCl2,100,0.5,5.0,2.15,3.1874
25,CaCl2,100,0.5,5.0,2.78,3.4647
25,CaCl2,100,0.5,5.0,3.59,3.3358
25,CaCl2,100,0.5,5.0,4.64,3.232
